studentID,Current_CGPA,Total_Backlogs,Semester_Score,CGPA_Trend,Grade_Trend,Backlog_Trend
E1642,7.99,0,78.125,0.08,0.78,0
E1643,8.34,0,77.5,0.03,1.05,0
E1644,7.49,0,75.6875,0.04,-0.53,0
E1645,7.21,1,66.0,-0.08,-0.62,0
E1646,9.03,0,82.3125,0.11,2.01,0
E1647,7.85,0,75.9375,-0.03,-0.86,0
E1648,8.85,0,80.5,0.12,2.28,0
E1649,8.89,0,81.4375,0.12,1.74,-1
E1650,7.77,0,69.6875,0.04,0.97,0
E1651,7.89,0,83.0,-0.04,-1.02,-1
E1652,7.8,0,79.75,-0.0,-0.57,-1
E1653,8.32,0,76.5625,-0.01,-0.68,0
E1654,7.98,0,84.3125,0.0,-0.32,0
E1655,5.85,0,44.5625,-0.18,-1.32,1
E1656,6.69,0,70.125,0.09,0.54,0
E1657,8.89,0,85.8125,0.08,0.83,0
E1658,9.19,0,84.0,0.05,0.12,-1
E1659,7.66,0,80.1875,0.01,0.63,0
E1660,5.14,1,51.375,-0.09,-0.89,-1
E1661,9.25,0,88.4375,0.09,1.16,0
E1662,5.11,3,49.375,-0.07,-0.56,-1
E1663,9.16,0,85.875,0.14,1.77,0
E1664,7.48,0,75.0625,-0.0,0.81,0
E1665,8.92,0,87.25,0.15,2.03,0
E1666,8.1,0,79.0,0.08,1.29,-1
E1667,9.04,0,82.875,0.03,0.27,0
E1668,7.57,0,78.125,0.09,1.13,0
E1669,7.87,0,78.5625,-0.03,-0.46,0
E1670,7.53,0,76.5625,0.07,1.34,0
E1671,8.0,0,77.875,0.01,0.25,0
E1672,8.03,0,75.25,0.08,0.64,0
E1673,7.02,1,72.3125,0.07,1.54,1
E1674,8.05,0,80.75,0.07,0.02,0
E1675,7.93,0,76.4375,0.07,1.06,0
E1676,7.9,0,76.0,-0.0,-0.9,0
E1677,6.65,1,71.875,-0.08,-1.01,0
E1678,5.84,1,53.875,-0.1,-0.99,0
E1679,8.71,0,86.625,0.03,0.35,-1
E1680,8.14,1,72.6875,0.04,-0.37,0
E1681,6.96,1,78.0625,-0.03,-1.14,1
E1682,7.88,0,75.375,0.1,0.83,0
E1683,7.91,0,77.375,0.05,1.1,-1
E1684,9.11,0,86.8125,0.12,1.88,0
E1685,7.75,0,74.625,-0.03,-1.14,0
E1686,9.09,0,85.0625,0.13,1.0,0
E1687,7.08,1,75.25,0.08,1.33,0
E1688,8.2,0,82.9375,0.02,0.01,0
E1689,6.72,0,69.9375,0.02,-0.37,0
E1690,8.11,0,75.4375,0.06,0.56,0
E1691,7.62,0,77.4375,-0.02,-0.89,0
E1692,6.12,2,50.625,-0.07,0.09,0
E1693,6.3,2,51.375,-0.1,-0.68,1
E1694,8.41,0,71.625,-0.03,-0.78,-1
E1695,8.24,0,77.3125,0.01,-0.7,0
E1696,9.35,0,87.3125,0.01,-0.7,0
E1697,5.49,0,48.1875,-0.19,-1.52,1
E1698,8.13,0,76.375,-0.03,0.01,0
E1699,9.08,0,86.3125,0.14,1.57,0
E1700,5.51,2,51.3125,-0.06,0.33,-1
E1701,8.13,0,78.4375,0.09,1.87,0
E1702,5.08,1,49.125,-0.09,-0.67,-1
E1703,8.18,0,79.6875,-0.0,-0.58,-1
E1704,5.03,2,53.3125,-0.07,-0.89,0
E1705,8.98,0,84.0,0.07,0.55,0
E1706,4.65,2,54.0625,-0.17,-0.33,-1
E1707,5.94,2,49.8125,-0.04,-0.38,2
E1708,6.98,0,79.75,-0.06,-1.41,1
E1709,8.68,0,83.375,0.09,1.34,0
E1710,8.26,0,78.9375,0.05,-0.04,0
E1711,7.96,0,83.3125,-0.03,-0.85,0
E1712,8.94,0,86.25,0.01,-0.88,0
E1713,7.79,0,78.0625,0.07,0.21,0
E1714,8.17,0,80.5625,0.02,1.14,0
E1715,4.98,1,45.5,-0.19,-2.04,2
E1716,8.9,0,83.5,0.15,1.52,0
E1717,9.11,0,82.3125,0.01,0.8,0
E1718,7.89,0,80.3125,0.05,0.23,0
E1719,7.7,0,72.75,0.1,0.13,0
E1720,9.08,0,86.875,0.04,0.32,0
E1721,9.01,0,84.4375,0.02,-0.4,0
E1722,8.99,0,83.625,0.02,0.08,0
E1723,8.23,0,76.8125,-0.0,0.38,0
E1724,7.62,0,78.625,-0.03,0.37,0
E1725,7.81,0,80.8125,0.05,0.99,0
E1726,8.03,0,79.5,-0.04,-1.27,0
E1727,7.31,0,71.875,0.0,-0.12,-1
E1728,9.07,0,86.125,0.15,1.47,-1
E1729,5.65,1,51.9375,0.0,-0.24,1
E1730,7.93,0,72.5625,0.04,0.25,0
E1731,8.02,0,77.9375,-0.0,0.8,0
E1732,8.07,0,80.3125,0.04,0.99,-1
E1733,8.07,0,81.25,0.03,-0.05,0
E1734,7.79,0,80.625,0.01,0.15,0
E1735,8.05,0,77.75,-0.03,-1.26,0
E1736,9.47,0,82.1875,0.13,0.75,0
E1737,8.65,0,80.625,0.02,-0.44,0
E1738,9.07,0,84.625,0.03,0.83,0
E1739,7.63,0,75.625,0.01,0.38,0
E1740,7.35,0,80.875,0.01,1.04,0
E1741,8.34,0,75.0625,0.07,0.02,0
E1742,7.82,0,72.25,0.06,1.73,0
E1743,5.87,1,46.625,-0.01,0.44,1
E1744,7.7,0,80.3125,-0.05,-0.38,0
E1745,8.04,0,76.6875,0.01,-0.55,0
E1746,8.27,0,80.625,0.02,-0.46,0
E1747,8.26,0,81.5625,-0.05,0.33,0
E1748,5.24,1,51.5,-0.14,0.08,-1
E1749,5.55,0,52.3125,-0.01,0.01,1
E1750,8.81,0,82.375,0.02,-0.19,-1
E1751,8.19,0,74.9375,0.03,-0.06,0
E1752,7.38,1,71.9375,-0.06,0.37,0
E1753,8.18,0,81.875,-0.05,0.03,-1
E1754,7.88,0,74.125,-0.01,0.12,0
E1755,6.19,1,76.75,0.1,1.01,0
E1756,7.88,0,81.3125,0.07,0.93,0
E1757,9.03,0,85.25,0.14,2.17,0
E1758,6.89,0,74.625,-0.0,-0.5,1
E1759,6.1,1,48.1875,-0.17,-0.9,0
E1760,7.94,0,75.8125,0.03,1.02,0
E1761,9.31,0,88.25,0.07,0.61,-1
E1762,9.13,0,83.6875,0.13,0.98,0
E1763,7.8,0,79.625,-0.04,-1.42,-1
E1764,8.28,0,77.375,-0.0,0.56,0
E1765,7.86,0,75.375,-0.03,-0.11,0
E1766,8.15,1,77.25,-0.04,-1.54,0
E1767,8.77,0,87.5,0.11,1.86,0
E1768,8.44,0,79.3125,0.02,-0.12,0
E1769,7.16,0,72.75,-0.02,0.6,0
E1770,8.04,0,76.3125,0.01,0.87,0
E1771,7.6,0,75.5625,0.02,0.59,0
E1772,5.74,3,54.625,-0.0,0.32,1
E1773,7.71,1,68.5,0.08,0.87,0
E1774,6.08,2,50.1875,0.04,0.13,1
E1775,5.67,1,49.4375,-0.0,-0.81,0
E1776,5.6,1,48.1875,-0.12,-2.02,0
E1777,8.62,0,88.4375,0.1,1.06,0
E1778,9.2,0,84.875,0.07,1.1,0
E1779,5.38,1,50.1875,-0.14,-0.6,0
E1780,5.98,0,70.875,0.07,1.59,0
E1781,5.3,2,52.875,-0.19,-0.37,0
E1782,8.08,0,76.0,0.09,1.88,0
E1783,8.94,0,84.3125,0.07,0.86,-1
E1784,8.03,0,78.4375,0.05,1.52,0
E1785,7.66,0,72.25,0.05,0.09,0
E1786,9.09,0,83.875,0.13,1.13,0
E1787,8.33,0,74.25,0.05,0.02,0
E1788,7.42,1,66.25,0.02,-0.58,0
E1789,7.91,0,74.4375,-0.09,-1.79,1
E1790,8.05,0,79.0625,0.03,-0.57,0
E1791,5.31,1,46.8125,-0.16,-0.53,0
E1792,8.23,0,79.125,0.06,0.29,-1
E1793,5.64,1,53.5625,-0.07,-0.6,2
E1794,8.31,0,76.0625,0.05,1.23,0
E1795,8.04,0,66.75,-0.09,-0.68,0
E1796,8.34,0,79.1875,-0.04,-1.54,-1
E1797,7.14,0,77.375,0.04,1.24,-1
E1798,7.94,0,78.875,-0.04,-0.44,-1
E1799,6.32,2,51.125,-0.18,-1.75,-1
E1800,7.56,1,76.75,-0.1,-0.83,1
E1801,8.01,0,79.8125,0.09,1.39,0
E1802,8.27,0,77.9375,0.06,0.15,0
E1803,8.3,0,81.375,0.0,-0.18,0
E1804,7.94,0,73.5,-0.01,-0.63,0
E1805,5.03,2,52.8125,-0.11,-0.19,1
E1806,8.27,0,82.0625,0.07,1.57,0
E1807,7.02,0,76.625,0.03,-0.34,0
E1808,7.99,0,81.875,-0.02,0.72,0
E1809,5.71,2,54.625,-0.16,-2.45,1
E1810,8.94,0,85.3125,0.01,-0.6,-1
E1811,8.01,0,81.125,0.05,0.11,0
E1812,7.29,0,75.4375,0.06,1.37,0
E1813,8.76,0,84.4375,0.04,0.52,0
E1814,6.82,1,74.1875,-0.1,-0.23,0
E1815,8.05,0,75.0625,-0.04,-0.01,0
E1816,9.12,0,80.1875,0.15,1.33,-1
E1817,6.05,1,51.8125,-0.13,-0.89,0
E1818,8.98,0,84.0625,0.12,1.78,-1
E1819,6.62,1,75.0,0.02,0.18,0
E1820,8.2,0,74.9375,0.01,0.33,0
E1821,8.02,0,77.8125,-0.02,-0.42,0
E1822,8.07,0,81.875,-0.03,-0.76,0
E1823,8.13,0,77.9375,0.04,0.36,0
E1824,7.83,0,76.5,0.07,-0.06,-1
E1825,8.26,1,67.5625,0.03,-0.19,0
E1826,8.07,0,77.1875,0.03,0.09,-1
E1827,7.96,0,76.125,-0.04,-0.2,0
E1828,5.51,0,49.6875,0.04,0.19,-1
E1829,8.28,0,72.8125,0.07,0.21,-1
E1830,8.64,0,83.9375,-0.01,0.67,0
E1831,7.92,0,75.875,0.1,0.9,0
E1832,7.13,0,76.8125,0.02,0.15,-1
E1833,7.92,0,80.625,0.04,0.58,0
E1834,9.15,0,85.25,0.11,0.76,0
E1835,6.5,1,72.0625,0.06,1.18,0
E1836,8.26,0,77.625,0.05,0.0,-1
E1837,6.42,2,53.0625,-0.17,-1.91,0
E1838,7.64,0,78.8125,0.0,-0.35,0
E1839,7.74,0,75.6875,0.09,1.19,-1
E1840,8.13,0,76.125,-0.02,-0.94,0
E1841,5.16,2,51.25,-0.11,0.03,2
E1842,8.38,0,73.0625,0.01,0.3,0
E1843,8.42,0,82.9375,0.02,0.37,0
E1844,8.79,0,87.625,0.09,0.06,0
E1845,9.16,0,84.375,0.14,0.66,0
E1846,7.32,0,70.375,-0.05,-0.22,0
E1847,7.36,0,68.5,-0.08,-1.73,1
E1848,9.0,0,81.6875,0.03,0.55,0
E1849,7.76,0,78.8125,0.08,1.36,0
E1850,8.1,0,71.0,0.03,0.48,0
E1851,8.61,0,79.25,-0.01,0.51,0
E1852,7.62,0,79.125,0.06,0.07,-1
E1853,6.22,0,72.375,0.07,0.67,0
E1854,7.64,0,72.5625,0.07,0.92,1
E1855,8.02,0,75.0,0.09,1.17,0
E1856,8.88,0,82.5,0.04,0.12,0
E1857,8.62,0,81.125,0.06,0.6,0
E1858,5.89,2,53.625,-0.08,-0.1,-1
E1859,7.94,0,74.0,0.08,1.3,0
E1860,9.22,0,86.0,0.11,1.55,0
E1861,6.02,2,50.4375,-0.01,0.44,0
E1862,8.97,0,87.5,0.1,0.69,0
E1863,7.75,0,76.75,-0.02,0.17,0
E1864,9.01,0,84.4375,0.08,0.27,0
E1865,9.01,0,84.3125,0.15,1.09,0
E1866,8.75,0,85.875,0.14,1.72,0
E1867,9.27,0,84.5625,0.01,0.0,0
E1868,8.05,0,79.9375,-0.03,0.65,0
E1869,7.59,0,73.125,-0.07,-1.57,0
E1870,7.59,1,71.75,0.05,0.59,0
E1871,5.35,0,49.9375,0.0,-0.16,1
E1872,4.81,1,47.625,-0.15,-2.02,2
E1873,8.12,0,84.5625,0.03,0.35,-1
E1874,6.76,1,70.9375,0.07,-0.19,1
E1875,7.3,0,72.625,0.06,-0.29,0
E1876,5.26,2,51.3125,-0.06,-1.11,0
E1877,5.35,1,53.5625,-0.05,-0.98,-1
E1878,8.45,0,75.9375,0.03,1.15,0
E1879,5.86,3,51.8125,-0.13,-1.18,0
E1880,8.3,0,78.375,0.03,0.26,0
E1881,7.6,0,68.125,0.04,0.65,0
E1882,8.0,0,73.25,0.08,1.71,0
E1883,8.9,0,86.375,0.1,1.48,0
E1884,8.07,0,75.875,0.06,0.06,0
E1885,7.95,0,79.1875,-0.03,-0.97,0
E1886,7.27,1,76.25,-0.01,-0.57,0
E1887,8.44,0,77.8125,-0.05,-0.76,0
E1888,8.07,0,78.75,-0.01,-0.89,0
E1889,4.72,1,47.8125,-0.02,-0.75,0
E1890,5.43,1,47.875,0.05,0.14,0
E1891,7.76,0,73.75,-0.04,0.37,0
E1892,8.46,0,79.4375,0.01,0.42,0
E1893,8.09,0,75.125,0.07,0.77,-1
E1894,6.81,0,69.25,-0.06,-0.21,1
E1895,7.73,0,78.6875,0.03,0.58,0
E1896,8.79,0,88.75,0.11,0.68,0
E1897,7.93,0,81.4375,0.04,0.78,-1
E1898,8.96,0,84.8125,0.03,0.13,0
E1899,6.86,1,69.375,-0.03,-0.24,1
E1900,7.68,0,68.6875,0.06,0.46,1
E1901,8.49,0,85.4375,0.03,-0.09,0
E1902,8.05,0,79.8125,-0.05,0.43,-1
E1903,8.22,0,73.375,0.06,1.44,0
E1904,9.33,0,83.1875,0.01,0.64,0
E1905,5.41,0,47.625,-0.01,-0.81,1
E1906,8.27,0,79.5,-0.02,-0.38,0
E1907,7.59,0,77.3125,0.09,0.94,0
E1908,8.87,0,88.4375,0.06,1.16,-1
E1909,9.23,0,88.25,0.05,0.31,0
E1910,7.78,0,76.125,-0.03,-0.67,-1
E1911,8.35,0,78.3125,-0.0,0.99,0
E1912,4.9,1,49.75,0.02,-0.74,1
E1913,5.51,0,46.4375,0.05,0.1,2
E1914,8.13,0,72.875,0.01,-0.22,-1
E1915,5.27,2,52.5625,-0.09,-1.13,-1
E1916,9.29,0,87.5,0.11,0.93,0
E1917,9.0,0,81.375,0.13,1.7,0
E1918,8.35,0,79.25,0.04,-0.33,0
E1919,7.2,1,77.8125,-0.02,-0.06,1
E1920,8.08,0,74.3125,0.01,-0.76,0
E1921,7.63,0,76.625,0.05,1.3,0
E1922,9.1,0,84.9375,0.0,0.75,-1
E1923,8.0,0,73.3125,0.04,0.77,0
E1924,8.07,0,78.9375,0.0,0.31,0
E1925,8.84,0,86.375,0.12,0.38,0
E1926,9.24,0,83.3125,0.01,0.08,0
E1927,8.05,0,80.25,0.04,0.69,-1
E1928,9.1,0,87.25,0.07,0.03,0
E1929,7.08,0,72.9375,0.03,-0.6,-1
E1930,8.73,0,88.125,0.01,0.36,0
E1931,7.73,0,74.0625,0.04,1.09,0
E1932,7.86,0,76.125,0.03,0.65,0
E1933,7.96,0,74.8125,0.03,0.62,-1
E1934,7.96,0,78.1875,0.04,0.56,-1
E1935,6.49,0,68.8125,0.04,0.2,-1
E1936,4.82,2,49.75,0.0,-0.73,0
E1937,7.54,0,81.4375,-0.01,-1.12,0
E1938,7.89,0,80.8125,0.07,0.24,0
E1939,5.78,0,49.1875,-0.08,-0.79,1
E1940,9.1,0,86.125,0.01,-0.47,0
E1941,7.6,0,77.1875,-0.04,-0.59,0
E1942,8.94,0,83.0,0.05,0.03,-1
E1943,6.15,0,53.375,-0.0,0.38,0
E1944,8.21,0,75.75,0.06,1.17,0
E1945,8.27,0,78.6875,0.07,-0.11,-1
E1946,7.78,0,78.125,0.03,0.95,-1
E1947,5.68,1,51.8125,-0.09,-0.95,1
E1948,7.12,0,72.5,-0.07,-1.25,1
E1949,9.06,0,81.75,0.05,0.65,-1
E1950,5.12,2,52.0625,-0.09,0.38,0
E1951,8.84,0,89.5,0.01,0.93,0
E1952,9.06,0,84.6875,0.03,0.91,-1
E1953,5.16,1,52.375,-0.05,-0.17,0
E1954,5.97,1,48.4375,-0.02,0.09,2
E1955,5.78,2,54.75,0.05,1.38,2
E1956,7.88,0,79.6875,0.09,1.72,0
E1957,7.83,0,73.6875,0.03,-0.15,-1
E1958,8.2,0,74.125,0.01,0.05,0
E1959,9.03,0,87.3125,0.1,1.79,0
E1960,9.15,0,84.125,0.12,1.44,0
E1961,7.51,0,77.5625,-0.03,-1.27,0
E1962,8.0,0,75.4375,0.01,0.78,0
E1963,7.52,0,83.25,0.08,0.88,0
E1964,7.29,0,78.125,0.01,-0.55,0
E1965,8.68,0,81.1875,0.04,1.3,0
E1966,8.0,0,82.3125,0.04,-0.13,0
E1967,8.08,0,78.0625,-0.02,0.16,0
E1968,9.13,0,88.4375,0.05,0.89,0
E1969,5.14,1,47.375,-0.12,0.1,1
E1970,6.67,1,67.6875,-0.09,-1.31,0
E1971,8.89,0,84.6875,0.0,-0.22,0
E1972,4.22,3,54.0,0.01,0.96,1
E1973,6.91,0,69.75,-0.05,0.24,0
E1974,6.79,1,69.0625,0.0,0.86,1
E1975,5.93,1,54.625,-0.13,-0.7,0
E1976,7.77,0,78.1875,0.09,1.51,0
E1977,7.9,0,77.375,-0.01,0.05,0
E1978,7.92,0,78.4375,0.01,-0.25,0
E1979,7.96,0,75.6875,0.08,1.69,-1
E1980,7.65,0,82.25,0.08,1.67,0
E1981,6.38,1,66.0625,-0.06,-0.53,0
E1982,9.01,0,84.625,0.12,0.33,0
E1983,7.47,0,80.625,0.02,0.56,0
E1984,5.67,1,51.625,-0.08,-0.2,1
E1985,5.34,1,52.375,-0.17,-2.27,0
E1986,8.02,0,76.875,-0.04,-0.14,-1
E1987,7.91,0,76.3125,0.06,-0.27,0
E1988,8.0,0,78.125,0.02,0.32,0
E1989,9.08,0,84.4375,0.07,1.14,0
E1990,8.2,0,77.5,0.06,0.41,0
E1991,9.24,0,89.5625,0.11,1.75,-1
E1992,8.63,0,82.0625,-0.03,-0.26,0
E1993,8.48,0,76.9375,0.04,0.7,0
E1994,7.76,0,77.0625,-0.03,0.58,-1
E1995,7.81,1,77.3125,0.05,0.86,0
E1996,6.75,0,76.4375,0.03,-0.31,0
E1997,8.95,0,88.375,0.14,1.36,0
E1998,8.21,0,82.8125,-0.04,-0.36,0
E1999,8.37,0,78.0,-0.04,0.61,0
E2000,8.96,0,84.875,0.04,1.2,-1
E2001,8.83,0,85.0,0.04,0.62,0
E2002,8.05,0,77.5625,-0.01,-0.26,0
E2003,8.31,0,78.9375,0.09,0.78,0
E2004,8.15,0,75.1875,-0.01,0.06,0
E2005,8.26,0,77.875,-0.01,0.05,0
E2006,8.0,0,80.8125,0.06,0.31,0
E2007,7.72,0,79.3125,0.02,-0.73,0
E2008,8.21,0,74.75,0.07,-0.19,0
E2009,7.36,0,80.9375,-0.04,0.29,0
E2010,5.52,2,50.8125,-0.08,-0.12,1
E2011,8.48,0,78.25,-0.04,0.36,0
E2012,5.17,0,52.625,-0.18,-1.79,1
E2013,9.21,0,92.125,0.14,1.36,0
E2014,8.14,0,78.0,-0.03,-1.12,-1
E2015,7.46,1,71.5625,0.01,0.0,0
E2016,8.96,0,85.375,0.06,1.03,0
E2017,8.04,0,76.9375,0.0,0.67,0
E2018,7.33,0,78.125,0.08,1.31,-1
E2019,6.72,0,73.5,-0.1,-0.14,0
E2020,8.24,0,79.0,0.05,0.07,0
E2021,9.0,0,84.375,0.14,0.84,0
E2022,9.17,0,86.4375,0.08,0.7,0
E2023,7.55,0,70.6875,0.09,0.04,0
E2024,6.53,1,69.875,-0.09,-0.8,-1
E2025,7.89,0,75.0,0.01,0.18,0
E2026,4.73,0,49.75,-0.13,-1.15,0
E2027,5.43,2,57.125,-0.02,-0.48,1
E2028,8.36,0,83.625,0.1,2.08,0
E2029,8.46,0,79.625,-0.01,-0.68,0
E2030,5.96,0,54.1875,-0.04,-0.85,0
E2031,7.71,0,80.5625,-0.02,0.42,0
E2032,8.08,0,77.5625,0.03,0.18,0
E2033,5.49,2,50.75,-0.08,-0.7,0
E2034,7.17,1,72.8125,0.09,0.86,1
E2035,8.47,0,75.9375,0.04,-0.43,0
E2036,8.72,0,82.75,0.05,1.21,0
E2037,7.22,1,71.5,-0.08,-0.82,-1
E2038,8.25,0,83.9375,-0.03,0.17,-1
E2039,8.26,0,78.1875,-0.02,0.26,0
E2040,7.77,0,76.375,-0.01,-0.72,0
E2041,8.69,0,83.5625,0.13,1.24,0
E2042,7.3,1,75.3125,0.01,0.61,0
E2043,7.85,0,72.8125,0.03,-0.42,0
E2044,9.17,0,89.6875,0.02,1.17,0
E2045,8.78,0,84.625,0.13,1.42,-1
E2046,7.95,0,75.3125,0.06,-0.21,0
E2047,8.93,0,86.5625,0.01,0.52,0
E2048,7.93,0,83.875,0.06,1.43,0
E2049,7.65,0,75.5625,0.03,-0.54,0
E2050,8.08,0,80.1875,-0.04,-0.82,-1
E2051,7.69,0,73.5625,-0.01,0.47,0
E2052,9.08,0,88.5,0.07,1.13,-1
E2053,6.41,1,67.0625,-0.07,-1.01,0
E2054,8.72,0,82.875,0.14,1.82,-1
E2055,7.61,0,72.8125,0.07,1.08,0
E2056,7.61,0,76.5,0.05,0.78,-1
E2057,6.58,2,49.8125,-0.08,-0.72,0
E2058,7.95,0,78.9375,0.01,0.05,0
E2059,6.99,1,69.6875,0.03,1.33,0
E2060,8.07,0,74.0625,0.03,1.16,-1
E2061,9.17,0,85.0,0.01,0.08,0
E2062,5.33,3,50.75,-0.07,0.18,1
E2063,8.19,0,82.5,0.07,1.65,0
E2064,8.04,0,82.8125,0.02,0.41,-1
E2065,8.83,0,86.375,0.01,1.03,0
E2066,7.23,0,70.5,0.06,1.05,0
E2067,7.36,1,75.5625,-0.06,-1.15,0
E2068,8.78,0,84.1875,0.04,0.64,0
E2069,7.88,0,80.4375,-0.03,-0.73,0
E2070,5.12,1,51.3125,-0.12,-0.7,1
E2071,7.85,0,78.0625,0.06,0.03,0
E2072,8.05,0,81.8125,0.03,0.46,0
E2073,7.92,0,74.9375,-0.02,-0.44,0
E2074,5.83,1,48.6875,0.02,-0.04,0
E2075,6.89,1,75.125,0.08,0.93,0
E2076,6.73,1,69.25,0.07,0.8,0
E2077,5.84,2,48.5625,-0.14,-0.84,-1
E2078,7.55,0,81.6875,0.02,-0.57,0
E2079,8.11,0,77.5,0.1,1.66,0
E2080,7.92,0,76.6875,0.07,0.67,0
E2081,8.37,0,73.6875,-0.05,-0.44,0
E2082,8.9,0,78.5,0.01,-0.13,0
E2083,7.64,0,76.5,0.02,0.93,-1
E2084,9.33,0,83.3125,0.14,1.29,0
E2085,8.73,0,88.0,0.08,0.33,0
E2086,7.49,0,79.0625,0.02,0.9,0
E2087,8.99,0,83.0,0.02,-0.69,0
E2088,9.28,0,83.4375,0.1,0.36,0
E2089,8.84,0,87.3125,0.12,1.7,0
E2090,8.31,0,79.0625,0.01,-0.87,0
E2091,7.03,1,73.25,0.06,0.46,-1
E2092,8.84,0,81.125,0.14,1.52,0
E2093,7.73,0,79.4375,-0.02,0.19,0
E2094,9.19,0,84.125,0.08,0.04,0
E2095,7.26,0,71.375,-0.04,0.04,1
E2096,8.1,0,77.8125,0.07,0.03,0
E2097,7.61,0,74.875,0.02,0.91,0
E2098,8.23,0,74.0625,0.05,-0.12,0
E2099,7.88,0,77.0,0.07,1.83,0
E2100,8.88,0,87.75,0.06,0.9,-1
E2101,5.5,0,49.5,0.03,0.19,1
E2102,5.37,3,55.3125,-0.07,-0.64,1
E2103,9.29,0,81.5625,0.02,-0.56,0
E2104,7.35,0,78.0625,0.04,0.82,0
E2105,6.77,0,78.25,0.06,0.97,-1
E2106,7.09,1,69.3125,-0.04,0.31,0
E2107,9.08,0,90.5625,0.13,0.84,0
E2108,7.85,0,77.5,0.09,0.35,0
E2109,5.23,0,51.1875,-0.13,-0.23,1
E2110,5.15,2,49.25,0.05,-0.26,1
E2111,9.46,0,88.0625,0.02,0.34,0
E2112,7.91,0,79.125,-0.02,-0.7,0
E2113,9.42,0,88.0625,0.03,1.28,0
E2114,7.06,1,73.625,0.08,1.62,1
E2115,7.86,0,76.8125,0.05,0.99,0
E2116,7.7,0,78.6875,-0.03,-1.09,0
E2117,9.17,0,83.5625,0.07,0.92,-1
E2118,6.5,0,76.375,0.02,-0.01,0
E2119,6.61,0,69.4375,-0.08,-1.41,0
E2120,8.08,0,75.875,0.08,1.28,0
E2121,8.33,0,77.625,0.07,1.09,0
E2122,9.15,0,84.375,0.08,1.43,0
E2123,8.12,0,78.6875,0.1,1.95,-1
E2124,8.22,0,76.25,0.01,0.01,0
E2125,8.35,0,79.1875,0.1,0.51,0
E2126,8.65,0,82.0,0.05,0.66,0
E2127,9.03,0,81.0625,0.1,0.54,-1
E2128,7.66,0,78.375,-0.03,-0.74,0
E2129,7.62,0,75.6875,0.08,0.08,0
E2130,8.1,0,78.375,0.01,-0.61,0
E2131,8.2,0,81.0625,-0.03,-0.31,0
E2132,8.32,0,79.5,-0.05,-0.37,0
E2133,7.22,1,77.5,0.01,-0.77,0
E2134,6.72,1,71.6875,0.01,-0.34,0
E2135,7.94,0,77.3125,0.06,0.09,0
E2136,7.98,0,77.5,0.08,0.83,0
E2137,5.52,2,48.625,-0.18,-1.81,0
E2138,5.32,1,54.6875,-0.02,-0.51,1
E2139,9.07,0,81.25,0.03,0.37,0
E2140,7.84,0,80.1875,0.08,-0.23,0
E2141,5.78,2,48.625,0.0,0.89,1
E2142,7.68,0,77.125,0.03,-0.44,0
E2143,8.06,0,75.625,0.06,1.3,0
E2144,8.08,0,79.375,-0.0,0.64,0
E2145,5.78,2,57.125,-0.08,-1.15,1
E2146,8.22,0,71.8125,0.07,0.89,0
E2147,8.81,0,89.625,0.07,0.94,0
E2148,8.23,0,74.9375,0.0,0.8,0
E2149,7.81,0,76.25,0.02,0.88,0
E2150,7.83,0,78.8125,0.07,0.22,-1
E2151,7.64,0,78.875,0.0,-0.01,0
E2152,9.29,0,84.3125,0.03,0.43,0
E2153,7.82,0,73.8125,0.06,0.06,0
E2154,7.14,0,69.0,0.07,1.12,0
E2155,8.0,0,80.625,-0.03,-0.56,0
E2156,8.88,0,85.125,0.04,0.08,0
E2157,8.66,0,82.3125,0.02,-0.01,0
E2158,5.68,2,50.75,-0.11,-1.7,0
E2159,8.35,0,76.5,0.02,0.01,0
E2160,7.98,0,74.75,0.06,1.19,0
E2161,7.62,0,76.9375,0.05,1.22,0
E2162,8.25,0,74.0625,0.04,0.34,0
E2163,8.05,0,79.4375,0.0,0.88,0
E2164,7.88,0,77.375,0.08,0.47,0
E2165,7.13,1,74.0625,-0.01,0.52,1
E2166,8.47,0,76.125,0.1,1.8,0
E2167,7.97,0,76.125,0.05,0.97,0
E2168,8.0,0,80.625,-0.03,-0.89,0
E2169,8.95,0,87.5625,0.1,2.18,0
E2170,8.09,0,78.5,-0.0,-0.08,0
E2171,8.22,0,79.0625,0.05,0.71,0
E2172,8.32,0,84.75,-0.04,-0.03,0
E2173,7.87,0,75.1875,-0.02,0.84,-1
E2174,5.32,1,51.0625,0.01,0.82,0
E2175,7.95,0,77.875,-0.02,0.46,-1
E2176,5.57,2,46.375,0.01,-0.25,1
E2177,8.21,0,77.25,-0.01,-0.74,0
E2178,8.14,0,80.9375,0.05,0.98,0
E2179,6.67,1,73.875,0.04,-0.12,0
E2180,6.01,3,51.125,-0.07,-0.31,1
E2181,5.22,1,49.1875,-0.12,-0.3,2
E2182,7.83,0,76.0625,-0.02,-0.82,0
E2183,8.28,0,73.8125,-0.05,-0.47,0
E2184,7.17,1,76.4375,-0.04,0.15,0
E2185,8.09,0,80.9375,0.05,0.83,0
E2186,7.05,0,72.25,0.09,0.59,0
E2187,7.81,0,78.375,0.08,1.38,0
E2188,7.71,0,78.4375,0.06,-0.02,0
E2189,8.34,0,73.0625,0.07,0.71,-1
E2190,7.53,0,75.8125,0.05,0.3,-1
